item_id,title,rating,description,genre
331,The Edge,3.5185185185185186,An intellectual billionaire and two other men struggle to band together and survive after getting stranded in the Alaskan wilderness with a blood-thirsty Kodiak Bear hunting them down.,"Adventure,Thriller"
332,Kiss the Girls,3.4420289855072466,Police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.,"Crime,Drama,Thriller"
333,The Game,3.5951417004048585,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.","Mystery,Thriller"
334,U Turn,3.3278688524590163,A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.,"Action,Crime,Mystery"
335,How to Be a Player,2.761904761904762,A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,Comedy
336,Playing God,2.5365853658536586,A disgraced surgeon leaves his former life and reinvents himself as a gunshot doctor in the criminal underworld.,"Crime,Thriller"
337,The House of Yes,3.0,A mentally unbalanced young woman - who is convinced she is Jackie Kennedy - flies into a murderous rage when her brother returns home to reveal he is engaged.,"Comedy,Drama,Thriller"
338,Bean,2.6666666666666665,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,Comedy
339,Mad City,3.260869565217391,"A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.","Action,Drama"
340,Boogie Nights,3.597826086956522,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,Drama
341,Critical Care,3.125,A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad's life support. But more seems to be at stake than dad's life - his inheritance.,Comedy
342,The Man Who Knew Too Little,2.92,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,"Comedy,Mystery"
343,Alien: Resurrection,3.1043478260869564,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.","Action,Horror,Sci-Fi"
344,The Apostle,3.68,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",Drama
345,Deconstructing Harry,3.370967741935484,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.","Comedy,Drama"
346,Jackie Brown,3.6554621848739495,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.","Crime,Drama"
347,Wag the Dog,3.5,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.","Comedy,Drama"
348,Desperate Measures,3.28,"Frank Conner is an honest police officer who desperately needs to save his son's life. However, after losing all hope, he finds out that a criminal Peter McCabe in jail is his only savior.","Crime,Drama,Thriller"
349,Hard Rain,2.9655172413793105,The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.,"Action,Thriller"
350,Fallen,3.1463414634146343,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.","Action,Mystery,Thriller"
351,The Prophecy II,2.736842105263158,"When the powers of good and evil again descend to Earth in a battle over mankind, the only hope for survival is the unborn child of an innocent woman. With the help of a mysterious stranger, she races to protect her child and save mankind.",Horror
352,Spice World,1.875,World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.,"Comedy,Musical"
353,Deep Rising,2.4545454545454546,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.","Action,Horror,Sci-Fi"
354,The Wedding Singer,3.4927536231884058,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.","Comedy,Romance"
355,Sphere,2.973684210526316,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,"Adventure,Sci-Fi,Thriller"
356,The Client,3.381443298969072,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,"Drama,Mystery,Thriller"
357,One Flew Over the Cuckoo's Nest,4.285714285714286,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",Drama
358,Spawn,2.5899280575539567,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.","Action,Adventure,Sci-Fi,Thriller"
359,The Assignment,3.5,"An American naval officer is recruited for an operation to eliminate his lookalike, the infamous terrorist Carlos The Jackal.",Thriller
360,Wonderland,3.2,"In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.",Documentary
361,Incognito,4.0,"Harry Donovan is an art forger who paints a fake Rembrandt picture for $500,000. Marieke, the woman he meets in Paris and gets into bed with, turns out to be the art expert whom Harry's clients are using to check the counterfeit p...","Crime,Thriller"
362,Blues Brothers 2000,2.851851851851852,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""","Action,Comedy,Musical"
363,Sudden Death,2.717391304347826,A former fireman takes on a group of terrorists holding the Vice President and others hostage during the seventh game of the NHL Stanley Cup finals.,Action
364,Ace Ventura: When Nature Calls,2.675675675675676,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",Comedy
365,Powder,3.208333333333333,An off-the-charts genius who is home schooled and shunned after his last relative dies shows the unconscious residents of his town about connection awareness and the generosity of the spirit.,Drama
366,Dangerous Minds,3.3260869565217392,"LouAnne, a retired US marine, becomes a teacher in a Californian high school. But her mostly Latino and black students from an impoverished and racially segregated locality do not easily embrace her.",Drama
367,Clueless,3.458823529411765,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",Comedy
368,Bio-Dome,1.903225806451613,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",Comedy
369,Black Sheep,2.6666666666666665,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,Comedy
370,Mary Reilly,2.805555555555556,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.","Drama,Thriller"
371,The Bridges of Madison County,3.164179104477612,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"Drama,Romance"
372,Jeffrey,3.5294117647058822,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.,Comedy
373,Judge Dredd,2.921052631578948,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.","Action,Adventure,Sci-Fi"
374,Mighty Morphin Power Rangers: The Movie,2.272727272727273,A behind the scenes look at the making of 'Mighty Morphin Power Rangers the Movie'.,"Action,Childrens"
375,Showgirls,1.8636363636363635,"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls.",Drama
376,Houseguest,2.833333333333333,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",Comedy
377,Heavyweights,2.1538461538461537,"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor.","Childrens,Comedy"
378,Miracle on 34th Street,3.75,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mis...",Drama
380,Star Trek: Generations,3.336206896551724,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.","Action,Adventure,Sci-Fi"
381,Muriel's Wedding,3.552083333333333,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.","Comedy,Romance"
382,"The Adventures of Priscilla, Queen of the Desert",3.583333333333333,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,"Comedy,Drama"
383,The Flintstones,2.066666666666667,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.","Childrens,Comedy"
384,Naked Gun 33 1/3: The Final Insult,2.7794117647058822,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,Comedy
385,True Lies,3.5603864734299515,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United S...","Action,Adventure,Comedy,Romance"
386,Addams Family Values,2.8372093023255816,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",Comedy
387,The Age of Innocence,3.375,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",Drama
388,Beverly Hills Cop III,2.3703703703703702,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.","Action,Comedy"
389,Black Beauty,3.4444444444444446,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","Adventure,Childrens"
390,Fear of a Black Hat,3.2,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",Comedy
391,Last Action Hero,2.7241379310344827,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.","Action,Comedy"
392,The Man Without a Face,3.5522388059701493,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,Drama
393,Mrs. Doubtfire,3.408376963350785,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",Comedy
394,Radioland Murders,3.333333333333333,A series of mysterious crimes threatens the existence of a new radio network.,"Comedy,Mystery,Romance"
395,Robin Hood: Men in Tights,2.5576923076923075,"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",Comedy
396,Serial Mom,2.830188679245283,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.","Comedy,Crime,Horror"
397,Striking Distance,2.583333333333333,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",Action
398,Super Mario Bros.,2.076923076923077,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.","Action,Adventure,Childrens,Sci-Fi"
399,The Three Musketeers,3.32183908045977,"The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europ...","Action,Adventure,Comedy"
400,The Little Rascals,2.7222222222222223,"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.","Childrens,Comedy"
401,The Brady Bunch Movie,2.7972972972972974,"The original 1970s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",Comedy
402,Ghost,3.432926829268293,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.","Comedy,Romance,Thriller"
403,Batman,3.435,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.","Action,Adventure,Crime,Drama"
404,Pinocchio,3.676767676767677,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.","Animation,Childrens"
405,Mission: Impossible,3.3106508875739644,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.","Action,Adventure,Mystery"
406,Thinner,2.48936170212766,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,"Horror,Thriller"
407,Spy Hard,2.525,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the ...",Comedy
408,A Close Shave,4.490909090909091,"Farmer Al Falfa runs a tonsorial parlor, but he's not very good at it. A big, hairy, bullying character is alternately shaved and hair restored by way of powerful hair tonic.","Animation,Comedy,Thriller"
409,Jack,3.121212121212121,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.","Comedy,Drama"
410,Kingpin,3.113924050632912,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",Comedy
411,The Nutty Professor,2.91875,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,"Comedy,Fantasy,Romance,Sci-Fi"
412,A Very Brady Sequel,2.402173913043478,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",Comedy
414,My Favorite Year,3.532258064516129,"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast.",Comedy
415,The Apple Dumpling Gang,2.84,Three orphan children strike gold in 1878 California.,"Childrens,Comedy,Western"
416,Old Yeller,3.484375,"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon belo...","Childrens,Drama"
417,The Parent Trap,3.112676056338028,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Childrens,Drama"
418,Cinderella,3.581395348837209,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.","Animation,Childrens,Musical"
419,Mary Poppins,3.7231638418079096,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.","Childrens,Comedy,Musical"
420,Alice in Wonderland,3.65,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","Animation,Childrens,Musical"
422,Aladdin and the King of Thieves,2.8,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.","Animation,Childrens,Comedy"
423,E.T. the Extra-Terrestrial,3.8333333333333335,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,"Childrens,Drama,Fantasy,Sci-Fi"
424,Children of the Corn: The Gathering,1.2777777777777777,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing ...",Horror
425,Bob Roberts,3.726190476190476,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",Comedy
426,The Transformers: The Movie,2.84375,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.","Action,Animation,Childrens,Sci-Fi,Thriller,War"
427,To Kill a Mockingbird,4.287037037037037,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,Drama
428,Harold and Maude,3.816666666666667,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Comedy
429,The Day the Earth Stood Still,3.96875,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,"Drama,Sci-Fi"
430,Duck Soup,4.0,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side th...","Comedy,War"
431,Highlander,3.5328947368421053,"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".","Action,Adventure"
432,Fantasia,3.7630057803468207,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.","Animation,Childrens,Musical"
433,Heathers,3.678571428571429,"At Westerburg High where cliques rule, jocks dominate and all the popular girls are named Heather, it's going to take a Veronica and mysterious new kid to give teen angst a body count.",Comedy
434,Forbidden Planet,3.8461538461538463,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilization.",Sci-Fi
435,Butch Cassidy and the Sundance Kid,3.933649289099526,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..","Action,Comedy,Western"
437,Amityville 1992: It's About Time,1.0,"An architect brings home a mysterious old clock, not knowing that it's haunted by the demonic presence of the Amityville house. Soon, the clock begins to alter time and space and starts to possess members of the household.",Horror
438,Amityville 3-D,1.1666666666666667,Inquisitive Reveal Magazine journalist John Baxter moves into the Amityville house in defiance of the supernatural events connected to it and finds everyone around him besieged by evil manifestations connected to a demonic presence.,Horror
439,Amityville: A New Generation,1.0,"An old mirror from the Amityville house finds its way into a young photographer's home, where the demonic presence soon manifests itself to cause more death and mayhem.",Horror
440,Amityville II: The Possession,1.6428571428571428,"A dysfunctional family moves into a new house, which proves to be satanic, resulting in the demonic possession of their teenage son.",Horror
441,The Amityville Horror,2.5660377358490565,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,Horror
443,The Birds,3.810126582278481,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Horror
444,The Blob,2.717391304347826,A deadly entity from space crash-lands near a small town and begins consuming everyone in its path. Panic ensues as shady government scientists try to contain the horrific creature.,"Horror,Sci-Fi"
445,The Body Snatcher,3.5,A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.,Horror
446,Burnt Offerings,2.4444444444444446,A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,Horror
447,Carrie,3.504201680672269,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",Horror
448,The Omen,3.392857142857143,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,Horror
449,Star Trek: The Motion Picture,3.034782608695652,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.","Action,Adventure,Sci-Fi"
450,Star Trek V: The Final Frontier,2.377049180327869,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,"Action,Adventure,Sci-Fi"
451,Grease,3.3491124260355027,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","Comedy,Musical,Romance"
452,Jaws 2,2.661290322580645,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"Action,Horror"
453,Jaws 3-D,2.0,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,"Action,Horror"
454,Bastard Out of Carolina,2.875,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,Drama
456,Beverly Hills Ninja,2.297872340425532,A man tries to rescue a woman with a little help from his half brother.,"Action,Comedy"
457,Free Willy 3: The Rescue,1.7916666666666667,16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,"Adventure,Childrens,Drama"
458,Nixon,3.102272727272727,"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",Drama
460,The Crossing Guard,2.962962962962963,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,Drama
461,Smoke,3.6216216216216215,"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",Drama
462,Like Water For Chocolate,3.793103448275862,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.","Drama,Romance"
463,The Secret of Roan Inish,3.859154929577465,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,Adventure
464,Vanya on 42nd Street,3.592592592592593,"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",Drama
465,The Jungle Book,3.595238095238096,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.","Adventure,Childrens,Romance"
466,Red Rock West,3.5961538461538463,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",Thriller
467,A Bronx Tale,3.7916666666666665,"An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",Drama
468,Rudy,3.3125,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,Drama
469,Short Cuts,3.772727272727273,The day-to-day lives of several suburban Los Angeles residents.,Drama
470,Tombstone,3.6728971962616814,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",Western
471,Courage Under Fire,3.6118721461187215,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","Drama,War"
472,Dragonheart,3.08974358974359,"The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.","Action,Adventure,Fantasy"
473,James and the Giant Peach,3.144,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.","Animation,Childrens,Musical"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.252577319587629,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","Sci-Fi,War"
475,Trainspotting,3.902834008097166,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",Drama
476,The First Wives Club,2.987096774193549,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",Comedy
477,Matilda,3.236559139784946,A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,"Childrens,Comedy"
478,The Philadelphia Story,4.116504854368932,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.","Comedy,Romance"
479,Vertigo,4.252808988764045,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","Mystery,Thriller"
480,North by Northwest,4.293785310734464,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","Comedy,Thriller"
481,The Apartment,3.936507936507936,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.","Comedy,Drama"
482,Some Like It Hot,3.984251968503937,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","Comedy,Crime"
483,Casablanca,4.454545454545454,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"Drama,Romance,War"
484,The Maltese Falcon,4.211678832116788,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.","Film-Noir,Mystery"
485,My Fair Lady,3.80327868852459,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.","Musical,Romance"
486,Sabrina,3.796875,"After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved ...","Comedy,Romance"
487,Roman Holiday,4.090909090909091,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,"Comedy,Romance"
489,Notorious,4.115384615384615,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,"Film-Noir,Romance,Thriller"
490,To Catch a Thief,4.02,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,"Comedy,Romance,Thriller"
491,The Adventures of Robin Hood,3.803030303030303,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.","Action,Adventure"
492,East of Eden,3.864406779661017,"Two brothers in 1910s California struggle to maintain the favor of their affectionate but strict, Bible-toting father as an old secret about their long-absent mother comes to light.",Drama
493,The Thin Man,4.152542372881356,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",Mystery
494,His Girl Friday,4.0,"A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from quitting and remarrying, using an exclusive interview with a death row convict as an enticement to buy himself some time to win her back.",Comedy
495,Around the World in 80 Days,3.655172413793104,"To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days.","Adventure,Comedy"
496,It's a Wonderful Life,4.11353711790393,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Drama
497,Bringing Up Baby,3.838235294117647,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Comedy
498,The African Queen,4.1866666666666665,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.","Action,Adventure,Romance,War"
499,Cat on a Hot Tin Roof,3.951612903225808,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Drama
500,Fly Away Home,3.903225806451613,"Amy moves to Ontario to live with her father after the death of her mother. Her father, an aviation expert, helps Amy lead a flock of orphaned geese south for the winters.","Adventure,Childrens"
501,Dumbo,3.4959349593495936,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","Animation,Childrens,Musical"
502,Bananas,3.696428571428572,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.","Comedy,War"
503,The Candidate,3.641025641025641,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",Drama
504,Bonnie and Clyde,3.8403361344537816,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","Crime,Drama"
505,Dial M for Murder,4.0,"A London playboy plots the perfect murder of his rich, unfaithful Wife.","Mystery,Thriller"
506,Rebel Without a Cause,3.863636363636364,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Drama
507,A Streetcar Named Desire,3.804123711340206,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Drama
508,The People vs. Larry Flynt,3.606635071090048,"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",Drama
509,My Left Foot,3.851239669421488,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Drama
510,The Magnificent Seven,3.948717948717949,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,"Action,Drama,Western"
